word,pos,cefr,sense_id,sense_hint,sense_zipf,global_zipf_rank
extreme,adj,A2,extreme.s.01,of the greatest possible degree or extent or intensity,3.7909,2443
squeeze,verb,C1,squash.v.01,"to compress with violence, out of natural shape or condition",3.7909,2444
proceed,verb,B2,proceed.v.02,move ahead; travel onward in time or space,3.7908,2445
tap,noun,B2,pat.n.01,the sound made by a gentle blow,3.7902,2446
consent,noun,C1,consent.n.01,permission to do something,3.7902,2447
brutal,adj,C1,barbarous.s.01,(of persons or their actions) able or disposed to inflict pain or suffering,3.7902,2448
comic,adj,B2,amusing.s.02,arousing or provoking laughter,3.7899,2449
pattern,noun,A2,practice.n.01,a customary way of operation or behavior,3.7898,2450
dry,verb,A2,dry.v.01,remove the moisture from and make dry,3.7892,2451
silence,noun,B2,muteness.n.02,a refusal to speak when expected,3.789,2452
extra,adv,B1,extra.r.01,unusually or exceptionally,3.7888,2453
deadline,noun,B2,deadline.n.01,the point in time at which something must be completed,3.7888,2454
discussion,noun,A2,discussion.n.02,an exchange of views on some topic,3.7877,2455
correctly,adv,A2,correctly.r.01,in an accurate manner,3.7874,2456
download,verb,A2,download.v.01,transfer a file or program from a central computer to a smaller computer or to a computer at a remote location,3.7874,2457
headline,noun,B1,headline.n.01,the heading or caption of a newspaper article,3.7874,2458
handle,noun,B2,handle.n.01,the appendage to an object that is designed to be held in order to use or move it,3.7874,2459
sincere,adj,B2,sincere.a.01,open and genuine; not deceitful,3.7874,2460
inspection,noun,C1,inspection.n.01,a formal or official examination,3.7874,2461
develop,verb,A2,evolve.v.01,work out,3.7873,2462
specialist,noun,B2,specialist.n.01,an expert who is devoted to one occupation or branch of learning,3.7873,2463
relative,adj,B1,relative.a.01,estimated by comparison; not absolute or complete,3.7871,2464
mass,noun,B2,mass.n.01,the property of a body that causes it to have weight in a gravitational field,3.7869,2465
condemn,verb,C1,condemn.v.01,express strong disapproval of,3.7863,2466
essay,noun,A2,essay.n.01,an analytic or interpretive literary composition,3.7861,2467
raise,noun,B1,raise.n.01,the amount a salary is increased,3.786,2468
depressing,adj,B2,depressing.a.01,causing sad feelings of gloom and inadequacy,3.786,2469
mortgage,noun,B2,mortgage.n.01,a conditional conveyance of property as security for the repayment of a loan,3.786,2470
tobacco,noun,C1,tobacco.n.01,leaves of the tobacco plant dried and prepared for smoking or ingestion,3.786,2471
fly,noun,A2,fly.n.01,two-winged insects characterized by active flight,3.7846,2472
electricity,noun,A2,electricity.n.01,a physical phenomenon associated with stationary or moving electrons and protons,3.7846,2473
registration,noun,B2,registration.n.01,the act of enrolling,3.7846,2474
pump,noun,C1,pump.n.01,a mechanical device that moves fluid or gas by pressure or suction,3.7846,2475
conduct,verb,B1,conduct.v.02,"lead, as in the performance of a composition",3.7843,2476
obtain,verb,B2,obtain.v.01,come into possession of,3.7838,2477
source,noun,B1,source.n.02,a document (or organization) from which information is obtained,3.782,2478
debate,noun,B2,argument.n.03,a discussion in which reasons are advanced for and against some proposition or proposal,3.7819,2479
sponsor,noun,B2,patron.n.03,someone who supports or champions something,3.7817,2480
vessel,noun,C1,vessel.n.02,a craft designed for water transportation,3.7817,2481
vessel,noun,C1,vessel.n.01,a tube in which a body fluid circulates,3.7817,2482
guard,verb,B1,guard.v.02,watch over or shield from danger or harm; protect,3.7815,2483
crack,verb,B2,crack.v.02,make a very sharp explosive sound,3.7812,2484
light,verb,A2,light_up.v.05,begin to smoke,3.7807,2485
fashion,noun,A2,fashion.n.02,characteristic or habitual practice,3.7804,2486
generation,noun,B1,generation.n.02,group of genetically related organisms constituting a single step in the line of descent,3.7802,2487
humor,noun,B2,humor.n.02,the trait of appreciating (and being able to express) the humorous,3.7802,2488
activate,verb,B2,trip.v.04,put in motion or move to act,3.7797,2489
base,noun,B1,base.n.01,installation from which a military force initiates operations,3.7794,2490
unpleasant,adj,B1,unpleasant.a.01,"disagreeable to the senses, to the mind, or feelings",3.7788,2491
budget,noun,B2,budget.n.01,a sum of money allocated for a particular purpose,3.7788,2492
ethic,noun,B2,ethic.n.01,the principles of right and wrong that are accepted by an individual or a social group,3.7788,2493
reverse,verb,C1,change_by_reversal.v.01,change to the contrary,3.7785,2494
claim,verb,B1,claim.v.02,demand as being one's due or property; assert one's right or title to,3.7783,2495
flash,noun,B2,flash.n.02,a momentary brightness,3.7781,2496
annual,adj,B1,annual.a.01,completing its life cycle within a year,3.7773,2497
sharp,adj,B1,crisp.s.01,(of something seen or heard) clearly defined,3.7766,2498
internal,adj,B2,internal.a.01,happening or arising or located within some limits or especially surface,3.7766,2499
solution,noun,A2,solution.n.01,a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution,3.7762,2500
response,noun,A2,reaction.n.03,a bodily process occurring due to the effect of some antecedent stimulus or agent,3.7759,2501
response,noun,A2,response.n.01,a result,3.7759,2502
employ,verb,A2,use.v.01,put into service; make work or employ for a particular purpose or for its inherent or natural purpose,3.7755,2503
burn,noun,B2,burn.n.01,pain that feels hot as if it were on fire,3.7752,2504
burn,noun,B2,tan.n.01,a browning of the skin resulting from exposure to the rays of the sun,3.7752,2505
trap,verb,B2,trap.v.02,catch in or as if in a trap,3.7752,2506
shed,verb,C1,shed.v.01,get rid of,3.7749,2507
immediate,adj,B1,contiguous.s.01,very close or connected in space or time,3.7748,2508
lottery,noun,B2,lottery.n.01,something that is regarded as a chance event,3.7744,2509
notebook,noun,B2,notebook.n.01,a book with blank pages for recording notes or memoranda,3.7744,2510
survivor,noun,B2,survivor.n.01,one who lives through affliction,3.7744,2511
fiction,noun,A2,fiction.n.01,a literary work based on the imagination and not necessarily on fact,3.773,2512
teenage,adj,B1,adolescent.s.02,being of the age 13 through 19,3.773,2513
fare,noun,B2,menu.n.04,an agenda of things to do,3.773,2514
mere,adj,C1,mere.s.01,being nothing more than specified,3.7728,2515
resource,noun,B1,resource.n.01,available source of wealth; a new or reserve supply that can be drawn upon when needed,3.7727,2516
restore,verb,B2,restore.v.01,return to its original or usable and functioning condition,3.772,2517
setup,noun,C1,apparatus.n.01,equipment designed to serve a specific function,3.772,2518
watch,noun,A2,watch.n.02,a period of time (4 or 2 hours) during which some of a ship's crew are on duty,3.7715,2519
documentary,noun,B1,documentary.n.01,a film or TV program presenting the facts about a person or event,3.7715,2520
unnecessary,adj,B1,unnecessary.a.01,not necessary,3.7715,2521
grid,noun,C1,grid.n.01,a pattern of regularly spaced horizontal and vertical lines,3.7715,2522
felony,noun,C1,felony.n.01,a serious crime (such as murder or arson),3.7715,2523
memo,noun,C1,memo.n.01,a written proposal or reminder,3.7715,2524
scope,noun,C1,scope.n.01,an area in which something acts or operates or has power or control:,3.7715,2525
strike,verb,B2,hit.v.02,hit against; come into sudden contact with,3.7713,2526
support,verb,B1,support.v.02,support materially or financially,3.7703,2527
cloth,noun,B1,fabric.n.01,artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers,3.77,2528
quote,noun,B1,quotation_mark.n.01,a punctuation mark used to attribute the enclosed text to someone else,3.77,2529
swim,noun,B1,swimming.n.01,the act of swimming; :,3.77,2530
rebuild,verb,B2,rebuild.v.01,build again,3.77,2531
detention,noun,C1,detention.n.01,a state of being confined (usually for a short time),3.77,2532
harassment,noun,C1,harassment.n.01,a feeling of intense annoyance caused by being tormented,3.77,2533
invasion,noun,B2,invasion.n.01,the act of invading; the act of an army that invades for conquest or plunder,3.7689,2534
silver,noun,A2,silver.n.02,coins made of silver,3.7688,2535
silver,noun,A2,silver.n.01,a soft white precious univalent metallic element having the highest electrical and thermal conductivity of any metal; occurs in argentite and in free form; used in coins and jewelry and tableware and photography,3.7688,2536
persuade,verb,B1,carry.v.23,win approval or support for,3.7687,2537
insect,noun,A2,insect.n.01,small air-breathing arthropod,3.7685,2538
tactic,noun,C1,tactic.n.01,a plan for attaining a particular goal,3.7685,2539
fraud,noun,B2,fraud.n.01,intentional deception resulting in injury to another person,3.7682,2540
accusation,noun,B2,accusation.n.01,a formal charge of wrongdoing brought against a person; the act of imputing blame or guilt,3.7671,2541
divide,verb,B1,divide.v.01,separate into parts or portions,3.7668,2542
bond,noun,B2,bond.n.02,a certificate of debt (usually interest-bearing or discounted) that is issued by a government or corporation in order to raise money; the issuer is required to pay a fixed sum annually until maturity and then a fixed sum to repay the principal,3.7661,2543
pass,noun,B1,base_on_balls.n.01,(baseball) an advance to first base by a batter who receives four balls,3.7659,2544
electronic,adj,A2,electronic.a.01,of or relating to electronics; concerned with or using devices that operate on principles governing the behavior of electrons,3.7656,2545
definite,adj,B1,definite.a.01,precise; explicit and clearly defined,3.7656,2546
capture,verb,B1,get.v.11,"succeed in catching or seizing, especially after a chase",3.7656,2547
capture,verb,B1,capture.v.02,attract; cause to be enamored,3.7656,2548
deposit,noun,B2,deposit.n.01,the phenomenon of sediment or gravel accumulating,3.7656,2549
deposit,noun,B2,sediment.n.01,matter that has been deposited by some natural process,3.7656,2550
lyric,noun,B2,lyric.n.01,the text of a popular song or musical-comedy number,3.7656,2551
supply,verb,B1,supply.v.01,give something useful or necessary to,3.7651,2552
view,noun,B1,view.n.02,the visual percept of a region,3.7649,2553
convention,noun,B2,convention.n.01,a large formal assembly,3.7648,2554
convention,noun,B2,convention.n.02,something regarded as a normative example,3.7648,2555
compromise,verb,C1,compromise.v.01,make a compromise; arrive at a compromise,3.7647,2556
isolate,verb,B2,isolate.v.01,place or set apart,3.7643,2557
graduate,noun,B1,alumnus.n.01,a person who has received a degree from a school (high school or college or university),3.7641,2558
feel,noun,B2,feel.n.01,an intuitive awareness;  or,3.7641,2559
anxiety,noun,B2,anxiety.n.01,"(psychiatry) a relatively permanent state of worry and nervousness occurring in a variety of mental disorders, usually accompanied by compulsive behavior or attacks of panic",3.7641,2560
consult,verb,B2,consult.v.01,get or ask advice from,3.7641,2561
constantly,adv,B1,constantly.r.01,"without variation or change, in every case",3.7631,2562
sidewalk,noun,C1,sidewalk.n.01,walk consisting of a paved area for pedestrians; usually beside a street or roadway,3.7626,2563
flat,adj,A2,flat.s.02,having a relatively broad surface in relation to depth or thickness,3.7622,2564
smash,verb,C1,smash.v.02,"break into pieces, as by striking or knocking over",3.7617,2565
roll,verb,B1,roll.v.03,occur in soft rounded shapes,3.7615,2566
arrival,noun,B1,arrival.n.01,accomplishment of an objective,3.7611,2567
reliable,adj,B1,reliable.a.01,worthy of reliance or trust,3.7611,2568
sophisticated,adj,B2,sophisticated.a.01,having or appealing to those having worldly knowledge and refinement and savoir-faire,3.7611,2569
assassination,noun,C1,character_assassination.n.01,an attack intended to ruin someone's reputation,3.7611,2570
mobile,adj,C1,mobile.s.01,migratory,3.7611,2571
pond,noun,C1,pond.n.01,a small lake,3.7611,2572
spring,verb,B1,form.v.03,develop into a distinctive entity,3.7603,2573
volunteer,verb,B1,volunteer.v.01,tell voluntarily,3.7603,2574
shaped,adj,C1,shaped.s.01,shaped to fit by or as if by altering the contours of a pliable mass (as by work or effort),3.7596,2575
split,verb,B2,divide.v.01,separate into parts or portions,3.7588,2576
split,verb,B2,cleave.v.01,"separate or cut with a tool, such as a sharp instrument",3.7588,2577
desert,verb,B2,abandon.v.05,leave someone who needs or counts on you; leave in the lurch,3.7586,2578
battle,verb,B1,battle.v.01,battle or contend against in or as if in a battle,3.758,2579
harbor,noun,B2,seaport.n.01,a sheltered port where ships can take on or discharge cargo,3.758,2580
obsession,noun,C1,compulsion.n.02,"an irrational motive for performing trivial or repetitive actions, even against your will",3.758,2581
proposition,noun,C1,proposition.n.01,(logic) a statement that affirms or denies something and is either true or false,3.7577,2582
march,noun,C1,march.n.01,the month following February and preceding April,3.7574,2583
announcement,noun,B1,announcement.n.01,a formal public statement,3.7573,2584
announcement,noun,B1,announcement.n.02,a public statement containing information about an event that has happened or is going to happen,3.7573,2585
container,noun,B1,container.n.01,any object that can be used to hold things (especially a large metal boxlike object of standardized dimensions that can be loaded from one form of transport to another),3.7565,2586
kind,adj,B1,kind.a.01,having or showing a tender and considerate and helpful nature; used especially of persons and their behavior,3.7565,2587
elegant,adj,B2,elegant.a.01,refined and tasteful in appearance or behavior or style,3.7565,2588
plead,verb,C1,plead.v.01,appeal or request earnestly,3.7565,2589
protective,adj,C1,protective.a.01,intended or adapted to afford protection of some kind,3.7565,2590
congratulate,verb,C1,compliment.v.01,say something to someone that expresses praise,3.756,2591
formal,adj,A2,formal.a.01,being in accord with established forms and conventions and requirements (as e.g. of formal dress),3.7558,2592
educated,adj,B1,educated.a.01,possessing an education (especially having more than average knowledge),3.755,2593
offensive,adj,B2,offensive.s.01,violating or tending to violate or offend against,3.755,2594
retreat,noun,C1,retreat.n.01,(military) withdrawal of troops to a more favorable position to escape the enemy's superior forces or after a defeat,3.755,2595
supervisor,noun,C1,supervisor.n.01,one who supervises or has charge and direction of,3.755,2596
identification,noun,C1,designation.n.03,the act of designating or identifying something,3.7548,2597
refer,verb,A2,refer.v.02,be relevant to,3.7547,2598
official,adj,B1,official.a.01,having official authority or sanction,3.754,2599
develop,verb,A2,develop.v.03,gain through experience,3.7535,2600
region,noun,A2,region.n.01,the extended spatial location of something,3.7535,2601
necessarily,adv,B1,necessarily.r.01,in an essential manner,3.7535,2602
speaker,noun,B1,speaker.n.01,someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous),3.7531,2603
offense,noun,B2,crime.n.01,(criminal law) an act punishable by law; usually considered an evil act,3.7531,2604
broad,adj,B2,wide.a.01,having great (or a certain) extent from one side to the other,3.7525,2605
experience,verb,B1,know.v.05,"have firsthand knowledge of states, situations, emotions, or sensations",3.7521,2606
pan,noun,B1,pan.n.01,cooking utensil consisting of a wide metal vessel,3.7519,2607
residence,noun,C1,residence.n.01,any address at which you dwell more than temporarily,3.7517,2608
dry,verb,A2,dry.v.02,become dry or drier,3.7515,2609
straight,adv,B1,directly.r.01,without deviation,3.7511,2610
youth,noun,B1,young.n.09,young people collectively,3.7511,2611
lecture,verb,A2,lecture.v.01,deliver a lecture or talk,3.7504,2612
consistent,adj,B1,consistent.a.01,(sometimes followed by `with') in agreement or consistent or reliable; ; - FDR,3.7504,2613
fix,noun,B2,fix.n.01,informal terms for a difficult situation,3.7504,2614
passionate,adj,B2,passionate.a.01,having or expressing strong emotions,3.7504,2615
retrieve,verb,C1,recover.v.01,get or find back; recover the use of,3.7504,2616
shine,verb,B1,shine.v.02,"emit light; be bright, as of the sun or a light",3.7499,2617
factor,noun,A2,factor.n.01,anything that contributes causally to a result,3.7495,2618
examination,noun,B2,examination.n.01,the act of examining something closely (as for mistakes),3.7493,2619
era,noun,B2,era.n.01,a period marked by distinctive character or reckoned from a fixed point or event,3.7488,2620
furious,adj,B2,angry.s.02,(of the elements) as if showing violent anger,3.7488,2621
water,verb,B1,water.v.01,"supply with water, as with channels or ditches or streams",3.7486,2622
cry,noun,B2,cry.n.02,a loud utterance of emotion (especially when inarticulate),3.7485,2623
carve,verb,C1,carve.v.01,form by carving,3.7484,2624
prescription,noun,C1,prescription.n.01,directions prescribed beforehand; the action of prescribing authoritative rules or directions,3.7478,2625
collapse,verb,B1,collapse.v.01,"break down, literally or metaphorically",3.7472,2626
inspire,verb,B2,inspire.v.01,heighten or intensify,3.7459,2627
trainer,noun,B1,trainer.n.01,one who trains other persons or animals,3.7457,2628
biological,adj,B2,biological.a.01,pertaining to biology or to life and living things,3.7457,2629
dot,noun,B2,point.n.09,a very small circular shape,3.7457,2630
essence,noun,C1,kernel.n.03,the choicest or most essential or most vital part of some idea or experience,3.7457,2631
tenant,noun,C1,tenant.n.01,someone who pays rent to use land or a building or a car that is owned by someone else,3.7457,2632
narrow,adj,A2,narrow.a.01,not wide,3.7456,2633
bake,verb,B1,bake.v.01,cook and make edible by putting in a hot oven,3.7449,2634
favor,verb,B2,prefer.v.03,promote over another,3.7445,2635
altogether,adv,B2,wholly.r.01,to a complete degree or to the full or entire extent (`whole' is often used informally for `wholly'),3.7445,2636
free,verb,B2,free.v.01,grant freedom to; free from confinement,3.7444,2637
surprising,adj,B1,surprising.a.01,causing surprise or wonder or amazement,3.7442,2638
structure,noun,B1,structure.n.01,a thing constructed; a complex entity constructed of many parts,3.7438,2639
stick,noun,B1,stick.n.02,a small thin branch of a tree,3.7436,2640
corporate,adj,B2,corporate.a.01,of or belonging to a corporation,3.7426,2641
exotic,adj,B2,alien.s.02,being or from or characteristic of another place or part of the world,3.7426,2642
desire,verb,B2,desire.v.01,feel or have a desire for; want strongly,3.7423,2643
tremendous,adj,C1,enormous.s.01,extraordinarily large in size or extent or amount or power or degree; ; ; ; - Walter Lippman,3.7415,2644
movement,noun,A2,motion.n.03,a change of position that does not entail a change of location,3.7414,2645
movement,noun,A2,movement.n.03,a natural event that involves a change in the position or location of something,3.7414,2646
age,verb,B1,senesce.v.01,grow old or older,3.741,2647
age,verb,B1,age.v.01,begin to seem older; get older,3.741,2648
initial,adj,B2,initial.s.01,occurring at the beginning,3.741,2649
partnership,noun,B2,partnership.n.01,the members of a business venture created by contract,3.741,2650
image,noun,A2,persona.n.02,(Jungian psychology) a personal facade that one presents to the world,3.7409,2651
circuit,noun,B2,circuit.n.01,an electrical device that provides a path for electrical current to flow,3.7408,2652
comfort,noun,B1,consolation.n.02,the act of consoling; giving relief in affliction,3.7407,2653
communicate,verb,A2,communicate.v.01,transmit information,3.7406,2654
conclude,verb,B1,reason.v.01,decide by reasoning; draw or come to a conclusion,3.7403,2655
symptom,noun,B1,symptom.n.01,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,3.7399,2656
peasant,noun,C1,peasant.n.01,a country person,3.7399,2657
joint,noun,B2,joint.n.01,(anatomy) the point of connection between two bones or elements of a skeleton (especially if it allows motion),3.7394,2658
explode,verb,B1,explode.v.02,"burst outward, usually with noise",3.7382,2659
haunt,verb,C1,haunt.v.01,follow stealthily or recur constantly and spontaneously to,3.7378,2660
haunt,verb,C1,haunt.v.02,haunt like a ghost; pursue,3.7378,2661
violate,verb,C1,violate.v.01,fail to agree with; be in violation of; as of rules or patterns,3.7378,2662
relate,verb,B1,refer.v.02,be relevant to,3.7374,2663
land,verb,A2,land.v.02,cause to come to the ground,3.7373,2664
profession,noun,B1,profession.n.01,the body of people in a learned occupation,3.7369,2665
verify,verb,C1,verify.v.01,confirm the truth of,3.7366,2666
scientific,adj,B1,scientific.a.01,of or relating to the practice of science,3.7362,2667
scientific,adj,B1,scientific.a.02,conforming with the principles or methods used in science,3.7362,2668
additional,adj,B2,extra.s.03,further or added,3.7362,2669
guarantee,noun,B2,guarantee.n.01,a written assurance that some product or service will be provided or will meet certain specifications,3.7362,2670
rookie,noun,C1,cub.n.01,an awkward and inexperienced youth,3.7362,2671
occasion,noun,B1,affair.n.03,a vaguely specified social event,3.7361,2672
prosecution,noun,C1,prosecution.n.01,the institution and conduct of legal proceedings against a defendant for criminal behavior,3.7354,2673
ceiling,noun,B1,ceiling.n.01,the overhead upper surface of a covered space,3.735,2674
alien,adj,B2,alien.s.02,being or from or characteristic of another place or part of the world,3.735,2675
injection,noun,C1,injection.n.01,the forceful insertion of a substance under pressure,3.7346,2676
host,noun,B1,host.n.01,a person who invites guests to a social event (such as a party in his or her own home) and who is responsible for them while they are there,3.7344,2677
palace,noun,A2,palace.n.02,the governing group of a kingdom,3.7343,2678
reject,verb,B1,refuse.v.02,refuse to accept,3.7343,2679
assignment,noun,B1,assignment.n.02,the instrument by which a claim or right or interest or property is transferred from one person to another,3.7342,2680
bold,adj,B2,bold.a.01,fearless and daring,3.7342,2681
impact,noun,B1,impact.n.01,the striking of one body against another,3.7332,2682
landlord,noun,C1,landlord.n.01,a landowner who leases to others,3.733,2683
testimony,noun,C1,testimony.n.02,an assertion offering firsthand authentication of a fact,3.7327,2684
sustain,verb,C1,prolong.v.02,lengthen or extend in duration or space,3.7325,2685
invade,verb,B2,invade.v.01,march aggressively into another's territory by military force for the purposes of conquest and occupation,3.7322,2686
foreign,adj,A2,foreign.a.02,relating to or originating in or characteristic of another place or part of the world,3.7321,2687
deliberately,adv,B2,intentionally.r.01,with intention; in an intentional manner,3.7317,2688
score,verb,A2,score.v.02,make small marks into the surface of,3.7316,2689
instructor,noun,A2,teacher.n.01,a person whose occupation is teaching,3.7314,2690
breach,noun,C1,breach.n.01,a failure to perform some promised act or obligation,3.7314,2691
distress,noun,C1,distress.n.01,psychological suffering,3.7311,2692
produce,verb,A2,produce.v.02,create or manufacture a man-made product,3.7306,2693
layer,noun,B1,layer.n.01,single thickness of usually some homogeneous substance,3.7305,2694
examine,verb,B1,examine.v.02,"observe, check out, and look over carefully or inspect",3.7303,2695
greet,verb,A2,greet.v.01,express greetings upon meeting someone,3.7301,2696
conceive,verb,C1,gestate.v.01,have the idea for,3.7301,2697
discovery,noun,A2,discovery.n.01,the act of discovering something,3.7298,2698
protein,noun,B2,protein.n.01,any of a large group of nitrogenous organic compounds that are essential constituents of living cells; consist of polymers of amino acids; essential in the diet of animals for growth and for repair of tissues; can be obtained from meat and eggs and milk and legumes,3.7298,2699
charge,verb,B1,charge.v.01,"to make a rush at or sudden attack upon, as in battle",3.7292,2700
maintenance,noun,C1,care.n.06,activity involved in maintaining something in good working order,3.7289,2701
ideal,adj,A2,ideal.s.01,conforming to an ultimate standard of perfection or excellence; embodying an ideal,3.7285,2702
lifestyle,noun,A2,life_style.n.01,a manner of living that reflects the person's values and attitudes,3.7282,2703
making,noun,B2,devising.n.01,the act that results in something coming to be,3.7282,2704
copper,noun,C1,copper.n.01,a ductile malleable reddish-brown corrosion-resistant diamagnetic metallic element; occurs in various minerals but is the only metal that occurs abundantly in large masses; used as an electrical and thermal conductor,3.7282,2705
tail,noun,B1,fag_end.n.01,the time of the last part of something,3.7272,2706
judgment,noun,B2,judgment.n.02,the act of judging or assessing a person or situation or event,3.7269,2707
gene,noun,B2,gene.n.01,(genetics) a segment of DNA that is involved in producing a polypeptide chain; it can include regions preceding and following the coding DNA as well as introns between the exons; it is considered a unit of heredity,3.7266,2708
politician,noun,B1,politician.n.01,a leader engaged in civil administration,3.7255,2709
economy,noun,B1,economy.n.01,the system of production and distribution and consumption,3.7253,2710
luxury,noun,B1,luxury.n.01,something that is an indulgence rather than a necessity,3.7249,2711
hatred,noun,C1,hate.n.01,the emotion of intense dislike; a feeling of dislike so strong that it demands action,3.7249,2712
demand,verb,B2,necessitate.v.01,"require as useful, just, or proper",3.7243,2713
destruction,noun,B2,destruction.n.02,an event (or the result of an event) that completely destroys something,3.7242,2714
finish,noun,A2,coating.n.02,a decorative texture or appearance of a surface (or the substance that gives it that appearance),3.7233,2715
entertaining,adj,B2,entertaining.s.01,agreeably diverting,3.7233,2716
firework,noun,B2,firework.n.01,(usually plural) a device with an explosive that burns at a low rate and with colored flames; can be used to illuminate areas or send signals etc.,3.7233,2717
foreigner,noun,C1,foreigner.n.01,a person who comes from a foreign country; someone who does not owe allegiance to your country,3.7233,2718
donor,noun,C1,donor.n.01,person who makes a gift of property,3.7233,2719
claim,noun,B1,claim.n.02,an assertion that something is true or factual,3.7229,2720
effective,adj,B1,effective.a.01,producing or capable of producing an intended result or having a striking effect; -LewisMumford,3.7229,2721
string,noun,B1,bowed_stringed_instrument.n.01,stringed instruments that are played with a bow,3.7228,2722
pitch,noun,B2,pitch.n.01,the property of sound that varies with variation in the frequency of vibration,3.7227,2723
wrong,noun,B2,wrong.n.01,that which is contrary to the principles of justice or law,3.7223,2724
intact,adj,C1,integral.s.02,constituting the undiminished entirety; lacking nothing essential especially not damaged; - Bacon,3.7222,2725
sequence,noun,B2,sequence.n.01,serial arrangement in which things follow in logical order or a recurrent pattern,3.7216,2726
aid,noun,B1,aid.n.02,the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose,3.7209,2727
aid,noun,B1,aid.n.01,a resource,3.7209,2728
critic,noun,B2,critic.n.01,a person who is professionally engaged in the analysis and interpretation of works of art,3.7208,2729
integrity,noun,C1,integrity.n.01,an undivided or unbroken completeness or totality with nothing wanting,3.7208,2730
justify,verb,B2,justify.v.01,show to be reasonable or provide adequate ground for,3.7205,2731
assure,verb,B2,assure.v.02,inform positively and with certainty and confidence,3.7205,2732
reverse,verb,C1,turn_back.v.05,turn inside out or upside down,3.7205,2733
acre,noun,B2,acre.n.01,a unit of area (4840 square yards) used in English-speaking countries,3.72,2734
conceal,verb,C1,hide.v.01,prevent from being seen or discovered,3.72,2735
supposedly,adv,C1,purportedly.r.01,believed or reputed to be the case,3.72,2736
frame,noun,B1,frame.n.01,the framework for a pair of eyeglasses,3.7191,2737
freshman,noun,C1,freshman.n.01,a first-year undergraduate,3.7189,2738
frightening,adj,B1,awful.s.02,causing fear or dread or terror,3.7183,2739
stroke,noun,B2,stroke.n.01,(sports) the act of swinging or striking at a ball with a club or racket or bat or cue or hand,3.7183,2740
shock,noun,B2,electric_shock.n.03,a reflex response to the passage of electric current through the body,3.718,2741
trigger,verb,B2,trip.v.04,put in motion or move to act,3.718,2742
terminate,verb,C1,end.v.02,bring to an end or halt,3.718,2743
miserable,adj,B2,hapless.s.01,deserving or inciting pity; ; ; - Galsworthy,3.7179,2744
complication,noun,C1,complication.n.01,the act or process of complicating,3.7167,2745
shell,noun,B1,carapace.n.01,hard outer covering or case of certain organisms such as arthropods and turtles,3.7155,2746
intelligent,adj,A2,intelligent.s.02,possessing sound knowledge,3.7153,2747
intelligent,adj,A2,intelligent.a.01,having the capacity for thought and reason especially to a high degree,3.7153,2748
ambition,noun,B1,ambition.n.01,a cherished desire,3.7153,2749
desperately,adv,B2,urgently.r.01,with great urgency,3.7153,2750
colony,noun,B2,colony.n.01,a body of people who settle far from home but maintain ties with their homeland; inhabitants remain nationals of their home state but are not literally under the home state's system of government,3.715,2751
trace,verb,B2,trace.v.02,make a mark or lines on a surface,3.7143,2752
campaign,noun,B1,campaign.n.02,a series of actions advancing a principle or tending toward a particular end,3.714,2753
authority,noun,B1,authority.n.02,(usually plural) persons who exercise (administrative) control over others,3.7136,2754
originally,adv,B1,originally.r.01,in an original manner,3.7133,2755
infant,noun,C1,baby.n.01,a very young child (birth to 1 year) who has not yet begun to walk or talk,3.7133,2756
tribute,noun,C1,tribute.n.01,something given or done as an expression of esteem,3.7133,2757
appoint,verb,C1,appoint.v.01,create and charge with a task or function,3.7125,2758
saint,noun,C1,saint.n.01,a person who has died and has been declared a saint by canonization,3.7125,2759
support,verb,B1,back.v.01,be behind; approve of,3.7123,2760
launch,verb,B2,launch.v.02,propel with force,3.7119,2761
hilarious,adj,B2,hilarious.s.01,marked by or causing boisterous merriment or convulsive laughter,3.7116,2762
serial,adj,C1,consecutive.s.02,in regular succession without gaps,3.7116,2763
equip,verb,B2,equip.v.01,provide with (something) usually for a specific purpose,3.711,2764
accomplish,verb,B2,carry_through.v.01,put in effect,3.7102,2765
acceptable,adj,B2,acceptable.a.01,worthy of acceptance or satisfactory,3.7099,2766
spice,noun,B2,spice.n.01,aromatic substances of vegetable origin used as a preservative,3.7099,2767
drown,verb,C1,drown.v.03,"die from being submerged in water, getting water into the lungs, and asphyxiating",3.7099,2768
quest,noun,C1,pursuit.n.02,a search for an alternative that meets cognitive criteria,3.7099,2769
opening,noun,B2,opening.n.02,a ceremony accompanying the start of some enterprise,3.7096,2770
sneaker,noun,A2,gym_shoe.n.01,a canvas shoe with a pliable rubber sole,3.7082,2771
basis,noun,B1,basis.n.02,the fundamental assumptions from which something is begun or developed or calculated or explained,3.7082,2772
mainly,adv,B1,chiefly.r.01,for the most part,3.7082,2773
pension,noun,C1,pension.n.01,a regular payment to a person that is intended to allow them to subsist without working,3.7082,2774
vacuum,noun,C1,vacuum.n.01,the absence of matter,3.7082,2775
photograph,verb,A2,photograph.v.01,record on photographic film,3.7077,2776
thoughtful,adj,C1,thoughtful.s.01,having intellectual depth,3.7076,2777
