word,pos,cefr
broadcast,noun,B2
creation,noun,B2
type,verb,B2
accuse,verb,B2
budget,noun,B2
creature,noun,B2
typically,adv,B2
acknowledge,verb,B2
bullet,noun,B2
credit,verb,B2
ugly,adj,B2
acquire,verb,B2
bunch,noun,B2
crew,noun,B2
unable,adj,B2
actual,adj,B2
burn,noun,B2
crisis,noun,B2
uncomfortable,adj,B2
adapt,verb,B2
bush,noun,B2
criterion,noun,B2
underwear,noun,B2
additional,adj,B2
but,prep,B2
critic,noun,B2
unemployed,adj,B2
address,verb,B2
calculate,verb,B2
critical,adj,B2
unemployment,noun,B2
adopt,verb,B2
cancel,verb,B2
criticism,noun,B2
unfair,adj,B2
advance,noun,B2
advance,verb,B2
advance,adj,B2
cancer,noun,B2
criticize,verb,B2
union,noun,B2
affair,noun,B2
capable,adj,B2
crop,noun,B2
unless,conj,B2
afterward,adv,B2
capacity,noun,B2
crucial,adj,B2
cry,noun,B2
enthusiastic,adj,B2
govern,verb,B2
junior,adj,B2
cure,verb,B2
cure,noun,B2
entire,adj,B2
governor,noun,B2
justice,noun,B2
current,noun,B2
entirely,adv,B2
grab,verb,B2
justify,verb,B2
curve,noun,B2
curve,verb,B2
equal,noun,B2
grade,verb,B2
labor,noun,B2
curved,adj,B2
establish,verb,B2
gradually,adv,B2
landscape,noun,B2
date,verb,B2
estate,noun,B2
grand,adj,B2
largely,adv,B2
debate,noun,B2
debate,verb,B2
estimate,verb,B2
estimate,noun,B2
grant,verb,B2
grant,noun,B2
latest,noun,B2
debt,noun,B2
ethical,adj,B2
guarantee,verb,B2
guarantee,noun,B2
launch,verb,B2
launch,noun,B2
decent,adj,B2
evaluate,verb,B2
handle,verb,B2
handle,noun,B2
leadership,noun,B2
declare,verb,B2
even,adj,B2
harm,noun,B2
harm,verb,B2
league,noun,B2
decline,verb,B2
decline,noun,B2
evil,adj,B2
evil,noun,B2
harmful,adj,B2
lean,verb,B2
decorate,verb,B2
examination,noun,B2
hearing,noun,B2
leave,noun,B2
decoration,noun,B2
excuse,noun,B2
excuse,verb,B2
heaven,noun,B2
level,verb,B2
decrease,verb,B2
decrease,noun,B2
executive,noun,B2
executive,adj,B2
heel,noun,B2
license,noun,B2
deeply,adv,B2
exhibit,verb,B2
exhibit,noun,B2
hell,noun,B2
limited,adj,B2
defeat,verb,B2
defeat,noun,B2
existence,noun,B2
hesitate,verb,B2
line,verb,B2
defend,verb,B2
exit,verb,B2
high,noun,B2
lively,adj,B2
defense,noun,B2
expectation,noun,B2
hire,noun,B2
load,noun,B2
load,verb,B2
delay,verb,B2
delay,noun,B2
expense,noun,B2
hold,noun,B2
loan,noun,B2
deliberate,adj,B2
exploration,noun,B2
hollow,adj,B2
logical,adj,B2
deliberately,adv,B2
expose,verb,B2
holy,adj,B2
long-term,adj,B2
long-term,adv,B2
delivery,noun,B2
extend,verb,B2
honor,noun,B2
honor,verb,B2
loose,adj,B2
demand,noun,B2
demand,verb,B2
extent,noun,B2
host,verb,B2
lord,noun,B2
demonstrate,verb,B2
external,adj,B2
house,verb,B2
low,noun,B2
deny,verb,B2
extraordinary,adj,B2
household,noun,B2
lower,verb,B2
depressed,adj,B2
extreme,noun,B2
housing,noun,B2
lung,noun,B2
depressing,adj,B2
facility,noun,B2
humor,noun,B2
maintain,verb,B2
depth,noun,B2
failure,noun,B2
humorous,adj,B2
major,noun,B2
desert,verb,B2
faith,noun,B2
hunt,noun,B2
majority,noun,B2
deserve,verb,B2
fault,noun,B2
hunting,noun,B2
make,noun,B2
desire,noun,B2
desire,verb,B2
favor,verb,B2
hurt,noun,B2
map,verb,B2
desperate,adj,B2
feather,noun,B2
ideal,noun,B2
mass,noun,B2
mass,adj,B2
detail,verb,B2
fee,noun,B2
illustrate,verb,B2
massive,adj,B2
detailed,adj,B2
feed,noun,B2
illustration,noun,B2
master,noun,B2
master,verb,B2
detect,verb,B2
feedback,noun,B2
imagination,noun,B2
matching,adj,B2
dig,verb,B2
feel,noun,B2
impatient,adj,B2
material,adj,B2
discipline,noun,B2
fellow,adj,B2
imply,verb,B2
maximum,adj,B2
maximum,noun,B2
discount,verb,B2
figure,verb,B2
impose,verb,B2
means,noun,B2
dishonest,adj,B2
file,verb,B2
impress,verb,B2
measurement,noun,B2
disk,noun,B2
finance,noun,B2
finance,verb,B2
impressed,adj,B2
medium,noun,B2
dismiss,verb,B2
finding,noun,B2
inch,noun,B2
melt,verb,B2
display,verb,B2
display,noun,B2
firm,noun,B2
incident,noun,B2
military,adj,B2
military,noun,B2
distribute,verb,B2
fix,noun,B2
income,noun,B2
mineral,noun,B2
distribution,noun,B2
flame,noun,B2
increasingly,adv,B2
minimum,adj,B2
minimum,noun,B2
divide,noun,B2
flash,noun,B2
flash,verb,B2
industrial,adj,B2
minister,noun,B2
division,noun,B2
flexible,adj,B2
infection,noun,B2
minor,adj,B2
document,verb,B2
float,verb,B2
inform,verb,B2
minority,noun,B2
domestic,adj,B2
fold,noun,B2
initial,adj,B2
mission,noun,B2
dominate,verb,B2
folding,adj,B2
initially,adv,B2
mistake,verb,B2
downward,adj,B2
downward,adv,B2
following,prep,B2
initiative,noun,B2
mixed,adj,B2
dozen,noun,B2
dozen,det,B2
forgive,verb,B2
inner,adj,B2
model,verb,B2
draft,noun,B2
draft,verb,B2
former,adj,B2
inquiry,noun,B2
modify,verb,B2
drag,verb,B2
fortune,noun,B2
insight,noun,B2
monitor,noun,B2
monitor,verb,B2
dramatic,adj,B2
forward,adj,B2
insist,verb,B2
moral,adj,B2
moral,noun,B2
edit,verb,B2
found,verb,B2
inspire,verb,B2
motor,noun,B2
motor,adj,B2
edition,noun,B2
free,verb,B2
install,verb,B2
mount,verb,B2
efficient,adj,B2
freedom,noun,B2
instance,noun,B2
multiple,adj,B2
elderly,adj,B2
frequency,noun,B2
institute,noun,B2
multiply,verb,B2
elect,verb,B2
fuel,verb,B2
institution,noun,B2
mysterious,adj,B2
elsewhere,adv,B2
fully,adv,B2
insurance,noun,B2
narrow,verb,B2
emerge,verb,B2
function,verb,B2
intended,adj,B2
national,noun,B2
emotional,adj,B2
fund,noun,B2
fund,verb,B2
intense,adj,B2
negative,noun,B2
emphasis,noun,B2
fundamental,adj,B2
internal,adj,B2
nerve,noun,B2
emphasize,verb,B2
funding,noun,B2
interpret,verb,B2
nevertheless,adv,B2
enable,verb,B2
furthermore,adv,B2
interrupt,verb,B2
nightmare,noun,B2
encounter,verb,B2
encounter,noun,B2
gain,verb,B2
gain,noun,B2
investigation,noun,B2
notion,noun,B2
engage,verb,B2
gang,noun,B2
investment,noun,B2
numerous,adj,B2
enhance,verb,B2
generate,verb,B2
issue,verb,B2
obey,verb,B2
ensure,verb,B2
genre,noun,B2
joy,noun,B2
object,verb,B2
enthusiasm,noun,B2
goods,noun,B2
judgment,noun,B2
objective,noun,B2
objective,adj,B2
wind,verb,B2
witness,noun,B2
witness,verb,B2
worth,noun,B2
wrong,noun,B2
wire,noun,B2
worse,noun,B2
wound,noun,B2
wound,verb,B2
yet,conj,B2
wise,adj,B2
worst,noun,B2
wrap,verb,B2
zone,noun,B2
obligation,noun,B2
self,noun,B2
observation,noun,B2
senate,noun,B2
observe,verb,B2
senator,noun,B2
obtain,verb,B2
senior,adj,B2
occasionally,adv,B2
sense,verb,B2
offend,verb,B2
sensitive,adj,B2
offense,noun,B2
sentence,verb,B2
offensive,adj,B2
sequence,noun,B2
official,noun,B2
session,noun,B2
opening,noun,B2
settle,verb,B2
operate,verb,B2
severe,adj,B2
opponent,noun,B2
shade,noun,B2
oppose,verb,B2
shadow,noun,B2
opposed,adj,B2
shall,modalv,B2
opposition,noun,B2
shallow,adj,B2
organ,noun,B2
shame,noun,B2
origin,noun,B2
shape,verb,B2
otherwise,adv,B2
shelter,noun,B2
shelter,verb,B2
outcome,noun,B2
shift,verb,B2
outer,adj,B2
ship,verb,B2
outline,noun,B2
outline,verb,B2
shock,noun,B2
shock,verb,B2
overall,adj,B2
overall,adv,B2
shocked,adj,B2
owe,verb,B2
shooting,noun,B2
pace,noun,B2
pace,verb,B2
shot,noun,B2
package,verb,B2
significant,adj,B2
panel,noun,B2
significantly,adv,B2
participant,noun,B2
silence,noun,B2
partly,adv,B2
silk,noun,B2
passage,noun,B2
sincere,adj,B2
patient,adj,B2
slide,verb,B2
slide,noun,B2
permanent,adj,B2
slight,adj,B2
permit,verb,B2
permit,noun,B2
slip,verb,B2
perspective,noun,B2
slope,noun,B2
slope,verb,B2
phase,noun,B2
solar,adj,B2
phenomenon,noun,B2
somewhat,adv,B2
philosophy,noun,B2
soul,noun,B2
pick,noun,B2
specialist,noun,B2
specialist,adj,B2
picture,verb,B2
species,noun,B2
pile,noun,B2
pile,verb,B2
speed,verb,B2
pitch,noun,B2
spiritual,adj,B2
plain,adj,B2
split,verb,B2
split,noun,B2
plot,verb,B2
sponsor,verb,B2
sponsor,noun,B2
plus,adj,B2
plus,noun,B2
plus,conj,B2
spot,verb,B2
pointed,adj,B2
spread,noun,B2
popularity,noun,B2
stable,adj,B2
pose,verb,B2
stage,verb,B2
position,verb,B2
stand,noun,B2
positive,noun,B2
stare,verb,B2
possess,verb,B2
status,noun,B2
potential,adj,B2
potential,noun,B2
steady,adj,B2
power,verb,B2
steel,noun,B2
praise,noun,B2
praise,verb,B2
steep,adj,B2
pregnant,adj,B2
step,verb,B2
preparation,noun,B2
sticky,adj,B2
presence,noun,B2
stock,noun,B2
preserve,verb,B2
stream,noun,B2
price,verb,B2
stretch,verb,B2
stretch,noun,B2
prime,adj,B2
strict,adj,B2
principal,adj,B2
strike,verb,B2
strike,noun,B2
principle,noun,B2
structure,verb,B2
print,noun,B2
struggle,verb,B2
struggle,noun,B2
priority,noun,B2
stuff,verb,B2
privacy,noun,B2
subject,adj,B2
procedure,noun,B2
submit,verb,B2
process,verb,B2
sum,noun,B2
sum,verb,B2
produce,noun,B2
surgery,noun,B2
professional,noun,B2
surround,verb,B2
progress,verb,B2
surrounding,adj,B2
project,verb,B2
survey,verb,B2
proof,noun,B2
survive,verb,B2
